2024.07.29 18:56:52 INFO  Started: Metals version 1.3.4 in folders '/home/seeker/Develop/ysyx-workbench/ysyxSoC' for client Visual Studio Code 1.91.1.
SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@42a9d40b]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@8a4caca]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@42a9d40b]
2024.07.29 18:56:53 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.07.29 18:56:57 INFO  running '/home/seeker/Develop/ysyx-workbench/ysyxSoC/.metals/millw --import ivy:com.lihaoyi::mill-contrib-bloop: mill.contrib.bloop.Bloop/install'
2024.07.29 18:56:57 INFO  No mill version specified.
2024.07.29 18:56:57 INFO  You should provide a version via '.mill-version' file or --mill-version option.
2024.07.29 18:56:57 INFO  Retrieving latest mill version ...
2024.07.29 18:57:07 INFO  Falling back to hardcoded mill version 0.11.4
2024.07.29 18:57:07 INFO  Downloading mill 0.11.4 from https://repo1.maven.org/maven2/com/lihaoyi/mill-dist/0.11.4/mill-dist-0.11.4.jar ...
2024.07.29 18:57:07 INFO    % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
2024.07.30 11:30:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 WARN  Using indexes to guess the definition of xip_mode
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 WARN  Using indexes to guess the definition of state
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:10 WARN  Using indexes to guess the definition of state
2024.07.30 11:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:11 WARN  Using indexes to guess the definition of s_common
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:12 WARN  Using indexes to guess the definition of in
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:11 WARN  Using indexes to guess the definition of in
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:14 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:14 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:14 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:14 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.30 11:30:14 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:14 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:14 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.30 11:30:19 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:19 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:38 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:30:38 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:48 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:36:51 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:02 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:02 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:04 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:29 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:33 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:33 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:33 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:59 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:37:59 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:01 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:02 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:02 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:19 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:24 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:24 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:24 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:28 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:29 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:29 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:29 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:29 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:29 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:29 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:30 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:41 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:41 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:42 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:42 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:42 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:42 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:42 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:46 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:47 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:47 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:47 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:47 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:38:49 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:05 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:05 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:12 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:12 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:19 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:24 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 11:39:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
